"ESP_COD_FAO"	"ESP_LIB_FAO_FRANCAIS"
"..."	"Nymphonidae"
"..."	"Oculinidae"
"..."	"Odontasteridae"
"..."	"Ombellulidae"
"..."	"Ophiacanthidae"
"..."	"Ophiodermatidae"
"..."	"Ophiuridae"
"..."	"Oregoniidae"
"..."	"Pachastrellidae"
"..."	"Pallenopsidae"
"..."	"Parapaguridae"
"..."	"Pedinidae"
"..."	"Pennatulidae"
"..."	"Plagusiidae"
"..."	"Plexauridae"
"..."	"Podicipedidae"
"..."	"Pollicipedidae"
"..."	"Polyclinidae"
"..."	"Polynoidae"
"..."	"Poraniidae"
"..."	"Psolidae"
"..."	"Pterasteridae"
"..."	"Pyrosomatidae"
"..."	"Romancheinidae"
"..."	"Rossellidae"
"..."	"Schizasteridae"
"..."	"Schizopathidae"
"..."	"Scleritodermidae"
"..."	"Scrupocellariidae"
"..."	"Serolidae"
"..."	"Smittinidae"
"..."	"Solasteridae"
"..."	"Spatangidae"
"SKZ"	"Stercorariidae"
"..."	"Stylocordylidae"
"..."	"Suberitidae"
"GLD"	"Glycera dibranchiata"
"LUL"	"Lumbrineris latreilli"
"UBI"	"Lumbrineris impatiens"
"NER"	"Néréide de vase"
"MFZ"	"Marphysa sanguinea"
"ERW"	"Perinereis cultrifera"
"ERH"	"Perinereis rullieri"
"..."	"Chordariaceae"
"BZC"	"Brycinus nurse"
"HWL"	"Hoplias macrophthalmus"
"LZH"	"Liza abu"
"QMC"	"Macrourus caml"
"EBE"	"Ecsenius pulcher"
"EAZ"	"Enneapterygius pusillus"
"EBO"	"Enneapterygius ventermaculus"
"KZK"	"Sapsap élégant"
"FFP"	"Eviota guttata"
"FFQ"	"Eviota pardalota"
"FFR"	"Eviota sebreei"
"FWB"	"Fowleria vaiulae"
"FWC"	"Fowleria variegata"
"FUE"	"Fusigobius inframaculatus"
"GTZ"	"Blanche selles"
"GTV"	"Blanche armée"
"GVB"	"Gobiodon citrinus"
"GVC"	"Gobiodon reticulatus"
"GVD"	"Gobiodon rivulatus"
"GVF"	"Gobiopsis canalis"
"GVH"	"Gobiopsis macrostoma"
"GFR"	"Poisson oiseau"
"GVM"	"Grammoplites scaber"
"GHK"	"Gunnellichthys viridescens"
"BWL"	"Gymnothorax kidako"
"BWO"	"Gymnothorax phasmatodes"
"GZZ"	"Halichoeres leptotaenia"
"GZY"	"Girelle arc-en-ciel"
"GZW"	"Halichoeres nigrescens"
"GZU"	"Halichoeres stigmaticus"
"FVB"	"Helcogramma steinitzi"
"GZT"	"Demi-bec saltou"
"GZS"	"Cocher masque"
"GZR"	"Hippichthys penicillus"
"FFZ"	"Exocet casque"
"FSZ"	"Hoplostète scutelle"
"FQB"	"Athérine samoan"
"GZQ"	"Demi-bec congsturi"
"GZP"	"Demi-bec de Quoy"
"GZO"	"Hyporhamphus sindensis"
"GZN"	"Hyporhamphus unicuspis"
"ILO"	"Ilisha compressa"
"ILK"	"Ilisha sirishai"
"ILG"	"Rason paon"
"IQJ"	"Istiblennius edentulus"
"IQK"	"Istiblennius lineatus"
"IQP"	"Istiblennius pox"
"IQQ"	"Istiblennius spilotus"
"IQS"	"Istigobius decoratus"
"IQT"	"Istigobius ornatus"
"JCS"	"Courbine dentue"
"JCT"	"Courbine carutte"
"KZR"	"Laeops guentheri"
"KZQ"	"Lagocephalus inermis"
"KZP"	"Tétraodon-lièvre doré"
"KZO"	"Serpenton oriental"
"KZN"	"Sapsap nez court"
"KZM"	"Sapsap écriture"
"IEE"	"Grondin taureau"
"IEF"	"Grondin armure"
"JUP"	"Leptojulis cyanopleura"
"ICZ"	"Empereur à queue jaune"
"IDW"	"Lethrinus genivittatus"
"IDY"	"Mulet diamant"
"IDZ"	"Baudroie marache"
"QIT"	"Vivaneau du Bengale"
"QIU"	"Vivaneau queue lune"
"KVP"	"Mimoblennius cirrosus"
"KVQ"	"Minous dempsterae"
"KVR"	"Poisson pierre gris"
"OVY"	"Serpenton manchot"
"NZZ"	"Cassigné à tête noire"
"DNB"	"Nematalosa arabica"
"DNH"	"Nematalosa persara"
"DNN"	"Nematalosa resticularia"
"KZJ"	"Cohana delagoa"
"KZI"	"Cohana élégante"
"KZH"	"Neobythites steatiticus"
"KZG"	"Neobythites stefanovi"
"..."	"Synallactidae"
"..."	"Temnopleuridae"
"..."	"Tetillidae"
"..."	"Zoroasteridae"
"..."	"Opheliidae"
"..."	"Terebellidae"
"AHX"	"Allocyttus spp"
"AIW"	"Acanthina monodon"
"AIZ"	"Haliotis kamtschatkana"
"AJF"	"Haliotis spadicea"
"AJG"	"Anthoptilum spp"
"AJO"	"Alcithoe larochei"
"AJV"	"Aeneator recens"
"AJX"	"Acutiserolis spp"
"AJY"	"Aega monophthalma"
"AKW"	"Aphrodite"
"AKX"	"Paphies spp"
"AVC"	"Astropecten irregularis"
"AVG"	"Anseropoda placenta"
"AVH"	"Aluterus heudelotii"
"AVI"	"Acesta maui"
"AVJ"	"Arachnopusia inchoata"
"AVK"	"Austrodecus simulans"
"AVM"	"Lançon d'Amérique"
"AVV"	"Astrotoma agassizii"
"AVX"	"Atherina spp"
"AVY"	"Aprion spp"
"AVZ"	"Asteronyx loveni"
"AWB"	"Murène canarienne"
"AWC"	"Astrothorax waitei"
"AWF"	"Acestrorhynchus microlepis"
"AWG"	"Murène obscure"
"AWI"	"Bourse orange"
"AWM"	"Murène des îles"
"AWZ"	"Anodus elongatus"
"AXJ"	"Ascidia challengeri"
"AXK"	"Austropallene brachyura"
"AXQ"	"Acanthurus spp"
"AXR"	"Crevettes Aristeus nca"
"AXU"	"Aplidiopsis discoveryi"
"AXZ"	"Gymnothorax spp"
"AYF"	"Vivaneau tridents"
"AZC"	"Acanthogorgia armata"
"AZD"	"Antarcturus oryx"
"AZG"	"Argobuccinum argus"
"AZJ"	"Arcturides cornutus"
"AZL"	"Acodontaster elongatus"
"AZO"	"Aciculites pulchra"
"AZQ"	"Callyspongia ramosa"
"AZR"	"Acestrorhynchidae"
"AZS"	"Mâchoiron bressou"
"AZX"	"Aphareus spp"
"BEV"	"Bathypectinura heros"
"BEX"	"Buccinum spp"
"BFF"	"Brachidontes purpuratus"
"BFH"	"Brachidontes rodriguezii"
"BFU"	"Paragorgia arborea"
"BFV"	"Paragorgia johnsoni"
"BGZ"	"Grondeur nez de cochon"
"BHV"	"Benthopecten pikei"
"BHZ"	"Brisingidae"
"BIV"	"Smilium zancleanum"
"BIX"	"Balistes spp"
"BJX"	"Barbatia spp"
"BPX"	"Lambis spp"
"BPZ"	"Bernache cravant"
"BQV"	"Bernache du Canada"
"BQX"	"Stromatés nca"
"BQZ"	"Bernache nonnette"
"BUV"	"Benthoctopus tegginmathae"
"BVN"	"Mâchoiron requin"
"BVP"	"Baliste à taches bleues"
"BVV"	"Bécune bouche jaune"
"BVX"	"Bolocera spp"
"BVZ"	"Plongeon à bec blanc"
"BWC"	"Plongeon arctique"
"BWE"	"Plongeon imbrin"
"BWF"	"Plongeon catmarin"
"BWJ"	"Bathybiaster loripes"
"BWV"	"Paragorgiidae"
"BXA"	"Brisaster antarcticus"
"BXC"	"Abatus cordatus"
"BXH"	"Brycon spp"
"BXX"	"Anthomastus spp"
"BZD"	"Porceau dos noir"
"BZS"	"Bathyraja scaphiops"
"BZW"	"Coluzea mariae"
"CVE"	"Mâchoiron couma"
"CVF"	"Tautogolabrus brandaonis"
"CVQ"	"Mâchoiron passany"
"CVV"	"Mouette rieuse"
"CWJ"	"Chionoecetes japonicus"
"CZD"	"Cymbula nigra"
"DMK"	"Pecten antactique"
"KTJ"	"Pecten albicans"
"KTO"	"Pecten modestus"
"KTN"	"Pecten sinensis"
"EKY"	"Coquille St-Jacques de Berry"
"EMA"	"Kappaphycus alvarezii"
"EMC"	"Eucheuma cottonii"
"EMI"	"Eucheuma épineuse"
"UKD"	"Eucheuma arnoldii"
"YKP"	"Cirre des Sirenes"
"OKG"	"Plocamium"
"MVT"	"Mastocarpus stellatus"
"MVQ"	"Mastocarpus pacificus"
"KRQ"	"Coralline carénée"
"JNR"	"Janire corail"
"JNA"	"Janire corail du Pacifique"
"LJQ"	"Lithothamnion corallioides"
"LHD"	"Pierre vermiculée"
"FMK"	"Maërl commun"
"FKU"	"Furcelle cespiteuse"
"FCK"	"Fausse gorgone"
"GCH"	"Gracilaria chilensis"
"GKA"	"Gracilaire coriace"
"GKC"	"Gracilaria arcuata"
"GKI"	"Gracilaria edulis"
"GKH"	"Hydropuntia eucheumatoides"
"GKK"	"Gracilaria salicornia"
"GJX"	"Gracilaire épineuse"
"GCW"	"Gracilaire laminée"
"GCO"	"Gracilaire voilée"
"GJW"	"Gracilaire commune"
"OTX"	"Portieria hornemannii"
"RHP"	"Main de mer"
"NLO"	"Spaghetti de mer"
"KDW"	"Chondrus elatus"
"KDZ"	"Chondrus ocellatus"
"KDI"	"Chondrus pinnulatus"
"IMS"	"Mousse perle"
"GJK"	"Gigartine de Skottsberg"
"IDC"	"Iridée"
"GJE"	"Rateau de Polypheme"
"GJA"	"Griffes des Harpies"
"KDM"	"Chondracanthus chamissoi"
"SBQ"	"Sarcothalia crispata"
"MZL"	"Mazzaella laminarioides"
"OFN"	"Nori-lancette"
"OFU"	"Nori mosaique"
"OFK"	"Porphyra dioica"
"OFQ"	"Porphyra purpurea"
"YKN"	"Porphyra columbina"
"OFH"	"Porphyra umbilicalis"
"OFX"	"Porphyra laciniata"
"PRT"	"Algue nori"
"FRP"	"Nori froncé"
"PRH"	"Porphyra haitanensis"
"KMI"	"Céramium cilie"
"KMQ"	"Céramium commun"
"KMK"	"Céramium du Pacifique"
"KMD"	"Ceramium codii"
"KMF"	"Ceramium fimbriatum"
"KMN"	"Ceramium kondoi"
"KMJ"	"Ceramium paniculatum"
"KMX"	"Ceramium tenerrimum"
"BLX"	"Ballia"
"KNW"	"Panache rouge"
"DMH"	"Mousse de Corse"
"DGM"	"Plumet de Nerée"
"LVB"	"Laurencia-cerises"
"LVF"	"Laurencia du Pacifique"
"LVS"	"Laurencia renflée"
"KHI"	"Acanthophora spicifera"
"KDL"	"Cladodonta"
"SWQ"	"Délesseria rouge"
"MZM"	"Scinaia hormoides"
"JLM"	"Ptilonie de Magellan"
"GQR"	"Harpon de Neptune"
"GQX"	"Asparagopsis taxiformis"
"GEQ"	"Gelidium imperial"
"GDH"	"Gelidium chilense"
"GJC"	"Gelidium-crin"
"GJJ"	"Menue paille rouge"
"GJP"	"Menue paille naine"
"GDX"	"Gelidium rex"
"GDK"	"Gelidium lingulatum"
"GDY"	"Gelidium amansii"
"GEW"	"Gelidium madagascariense"
"NFV"	"Neopomacentrus cyanomos"
"NFQ"	"Neopomacentrus sindensis"
"KZL"	"Nuchequula gerreoides"
"NZY"	"Omobranchus fasciolatus"
"NZW"	"Omobranchus mekranensis"
"NZV"	"Omobranchus punctatus"
"NZU"	"Ophichthus apicalis"
"NZQ"	"Opistognathus muscatensis"
"NZJ"	"Opistognathus nigromarginatus"
"NZG"	"Oplopomus oplopomus"
"NZF"	"Ostracion cyanurus"
"NYW"	"Gobie à tête de grenouille"
"NYT"	"Oxyurichthys tentacularis"
"QCS"	"Parablennius opercularis"
"QCW"	"Parablennius thysanius"
"QYQ"	"Paracheilinus mccoskeri"
"IEI"	"Paragaleus randalli"
"UEH"	"Paragobiodon xanthosoma"
"QZR"	"Paramonacanthus arabicus"
"QZQ"	"Paramonacanthus choirocephalus"
"QZP"	"Paramonacanthus oblongus"
"IEH"	"Mulet"
"QZO"	"Parapercis alboguttata"
"QZN"	"Parapercis clathrata"
"QZM"	"Pinge pintade"
"QZL"	"Parapercis nebulosa"
"QZK"	"Parapercis robinsoni"
"KSV"	"Langue à deux lignes"
"NJH"	"Parascolopsis baranesi"
"NJF"	"Mamila rosée"
"NIZ"	"Mamila mignonne"
"KSW"	"Exocet voilier africain"
"IEK"	"Parioglossus raoi"
"QZI"	"Parupeneus ciliatus"
"QZJ"	"Parupeneus margaritatus"
"QZH"	"Rouget-barbet sellé"
"QZE"	"Periophthalmus waltoni"
"UAJ"	"Petroscirtes mitratus"
"UAK"	"Petroscirtes variabilis"
"QQM"	"Pisodonophis hoeveni"
"IEU"	"Plagiotremus townsendi"
"IET"	"Platax pinnatus"
"IEW"	"Diagramme noir"
"IEY"	"Gaterin à bandes diagonales"
"QFI"	"Poisson ange bleu"
"QFJ"	"Pomacentrus aquilus"
"QFK"	"Pomacentrus leptus"
"QFL"	"Pomacentrus trichrourus"
"QFN"	"Pomacentrus trilineatus"
"QFO"	"Pomacentrus tripunctatus"
"UAT"	"Pseudochromis persicus"
"UAR"	"Pseudochromis nigrovittatus"
"UAP"	"Pseudochromis linda"
"UAO"	"Pseudochromis dutoiti"
"UAN"	"Pseudochromis caudalis"
"DWB"	"Pseudapocryptes elongatus"
"DVZ"	"Pseudanthias townsendi"
"UAM"	"Pseudamia tarri"
"UAL"	"Priolepis randalli"
"UAI"	"Priolepis cincta"
"QDC"	"Beauclaire pivoine"
"QDA"	"Pomadasys taeniatus"
"QCY"	"Goret à six bandes"
"QCZ"	"Grondeur à joues bleues"
"IEP"	"Anoli nuageux"
"IEN"	"Anoli aile longue"
"IEM"	"Anoli grêle"
"HWH"	"Marignan rouget"
"UAZ"	"Platycéphale épineux"
"IEL"	"Rhinecanthus assasi"
"QGS"	"Apogon à queue d'hirondelle"
"UHQ"	"Poisson scorpion"
"UHM"	"Ptereleotris microlepis"
"UHI"	"Pteragogus flagellifer"
"UHH"	"Pseudovespicula dracaena"
"UHG"	"Rite malais"
"DGC"	"Anoli croix"
"DFZ"	"Anoli bigarré"
"QFV"	"Poisson pierre commun"
"QFU"	"Synanceia nana"
"QFT"	"Maconde aden"
"YZU"	"Symphurus macrophthalmus"
"UIA"	"Baliste masqué"
"QDJ"	"Suezichthys gracilis"
"CZE"	"Puffin du Cap-Vert"
"CZH"	"Chorus giganteus"
"CZM"	"Paguridae"
"CZN"	"Radicipes gracilis"
"CZT"	"Canthidermis sufflamen"
"CZW"	"Crabes verts nca"
"DAL"	"Calliostoma turnerarum"
"DAQ"	"Albatros à queue courte"
"DAW"	"Crepipatella orbiculata"
"DAX"	"Crepipatella spp"
"DAZ"	"Océanite tempête"
"DBC"	"Caenopedina novaezealandiae"
"DBD"	"Cuenotaster involutus"
"DBK"	"Océanite culblanc"
"DBQ"	"Ceramaster patagonicus"
"DBT"	"Cosmasterias dyscrita"
"DDM"	"Crossaster multispinus"
"DEJ"	"Desmophyllum dianthus"
"DFF"	"Duva florida"
"DFX"	"Diodora spp"
"DGQ"	"Congriperle tacheté"
"DHQ"	"Sparaillon africain"
"DHY"	"Sar à tête noire du Cap Vert"
"DJG"	"Diacanthurus rubricatus"
"DKI"	"Fuligule morillon"
"DKJ"	"Fuligule milouinan"
"DKZ"	"Dermechinus horridus"
"DMG"	"Dipsacaster magnificus"
"DMW"	"Austrofusus chathamensis"
"DMX"	"Austrofusus spp"
"DOC"	"Polititapes durus"
"DOF"	"Semimytilus algosus"
"DVW"	"Adelomelon ancilla"
"DVX"	"Adelomelon spp"
"DWO"	"Graneledone spp"
"DWX"	"Errina spp"
"DYZ"	"Anoli commun"
"DZE"	"Decolopoda australis"
"DZX"	"Spondyles nca"
"EAX"	"Mercenaria spp"
"EBX"	"Mesodesma spp"
"EGF"	"Eider à duvet"
"EGJ"	"Eider à tête grise"
"EGV"	"Epigonus crassicaudus"
"EGW"	"Euciroa galatheae"
"EGZ"	"Eugyra kerguelenensis"
"EHY"	"Euneognathia gigas"
"EQG"	"Eurete simplicissimum"
"EQX"	"Couteaux Ensis nca"
"EQZ"	"Eurythenes gryllus"
"ERX"	"Laternula spp"
"EVK"	"Anchoviellas nca"
"EWG"	"Epinephelus posteli"
"EWQ"	"Lucina pensylvanica"
"EWV"	"Mérou écharpe"
"EWW"	"Mérou longues épines"
"EWX"	"Soudons (divers)"
"EXQ"	"Demi-bec volant"
"EZE"	"Enteroctopus zealandicus"
"EZJ"	"Baleine du Pacifique nord"
"EZL"	"Sepioloidea lineolata"
"EZS"	"Rascasse rose"
"EZW"	"Lycengraulis spp"
"EZX"	"Eurhomalea spp"
"FAC"	"Pasiphaea tarda"
"FAX"	"Phalium spp"
"FBX"	"Acanthephyra spp"
"FDW"	"Leukoma asperrima"
"FDX"	"Leukoma spp"
"FEW"	"Fusitriton oregonensis"
"FEX"	"Fusitriton spp"
"FEY"	"Enallopsammia rostrata"
"FHX"	"Chrysogorgia spp"
"FIX"	"Flabellum spp"
"FJX"	"Pholas spp"
"FKX"	"Fasciolaria spp"
"FLQ"	"Flabellum alabastrum"
"FLV"	"Flabellum angulare"
"FLZ"	"Flabellum macandrewi"
"FMB"	"Fusitriton magellanicus"
"FNO"	"Fulmar boréal"
"FPA"	"Macareux moine"
"FPJ"	"Aplodactylus punctatus"
"FPX"	"Trophon spp"
"FQJ"	"Funiculina quadrangularis"
"FSX"	"Fissurella spp"
"FTX"	"Scapharca spp"
"FVX"	"Fulvia spp"
"FWX"	"Asaphis spp"
"FXX"	"Eunice spp"
"FYX"	"Stellifer spp"
"FZG"	"Carbasea ovoidea"
"OKQ"	"Agar penne"
"PKZ"	"Pterocladiella caerulescens"
"GJO"	"Menue paille marine"
"QTH"	"Pterocladia heteroplatos"
"EKD"	"Coquille St-Jacques de San D."
"KTE"	"Coquille St-Jacques satinée"
"EKV"	"Coquille St-Jacques de Vogde"
"SCE"	"Coquille St-Jacques atlantique"
"PSU"	"Pecten sulcicostatus"
"SJA"	"Coquille St-Jacques méditerr."
"SCZ"	"Pecten de Nouvelle-Zélande"
"SSC"	"Pecten d'Australie du Sud"
"EKZ"	"Peigne zigzag"
"UMJ"	"Peigne lisse de Nouvelle-Cal."
"UMP"	"Peigne lisse asiatique"
"UMY"	"Peigne papyrus"
"QCB"	"Equichlamys bifrons"
"FXG"	"Pétoncle glabre"
"FXP"	"Pétoncle protée"
"FXF"	"Pétoncle onde"
"INQ"	"Hinnite géant"
"YKD"	"Pétoncle patte de lion du Pac."
"YRD"	"Pétoncle patte de lion"
"SWW"	"Swiftopecten swiftii"
"ZYE"	"Zygochlamys delicatula"
"ZYP"	"Peigne de Patagonie"
"SCA"	"Pecten d'Amérique"
"GLQ"	"Pétoncle manteau"
"MPX"	"Pétoncle-gibecière"
"UDV"	"Peigne pied-de-loutre"
"SCC"	"Peigne calicot"
"SCB"	"Peigne baie"
"SCQ"	"Pétoncle éventail"
"SCH"	"Pétoncle volant"
"VSC"	"Pétoncle"
"ISC"	"Peigne islandais"
"CMF"	"Chlamys farreri"
"CMN"	"Peigne sénateur"
"KLJ"	"Chlamys asperrima"
"KLH"	"Chlamys hastata"
"KLD"	"Chlamys rubida"
"KLN"	"Pétoncle sénateur"
"KMM"	"Pétoncle multistrie"
"LAQ"	"Pétoncle écailleux"
"KMV"	"Chlamys livida"
"DEI"	"Pétoncle mantelet"
"DKD"	"Pétoncle râpé"
"NKF"	"Pétoncle léopard"
"BAV"	"Pétoncle étendard"
"MVY"	"Coquille St-Jacques pyxide"
"VOS"	"Pétoncle de Singapour"
"SCG"	"Pecten géant du Pacifique"
"JSC"	"Pétoncle du Japon"
"CLQ"	"Cyprine d'Islande"
"MUK"	"Moule coréenne"
"MUJ"	"Moule californienne"
"MYC"	"Moule chilienne"
"MUS"	"Moule commune"
"YUD"	"Mytilus desolationis"
"YUS"	"Mytilus trossulus"
"MSR"	"Moule de la Plata"
"MSM"	"Moule méditerranéenne"
"MYA"	"Moule d'Australie"
"YEG"	"Moule de Guyane"
"YER"	"Moule hachette"
"YEP"	"Moule des mangroves"
"KUK"	"Modiolaire arquée"
"GKD"	"Geukensia demissa"
"IHR"	"Ischadium recurvum"
"LFF"	"Datte lithophage"
"LFN"	"Datte de mer du Pacifique"
"LFS"	"Datte de mer polie"
"UUH"	"Modiolaire de Senhouse"
"FRB"	"Septifere commun"
"TVS"	"Modiole tordue"
"CHC"	"Moule choro"
"YUM"	"Choromytilus meridionalis"
"YUP"	"Moule piquetée"
"DLC"	"Modiole auriculée"
"DJB"	"Modiole barbue"
"DJK"	"Modiolus kurilensis"
"DJM"	"Modiole à bande jaune"
"DJO"	"Modiolus modiolus"
"DJF"	"Modiole de Philippines"
"QDG"	"Suezichthys caudavittatus"
"QDF"	"Stethojulis interrupta"
"KOY"	"Bourse garnale"
"QFR"	"Platycéphale poignard"
"QFQ"	"Solea stanalandi"
"IIU"	"Pêche-madame diablotin"
"IIT"	"Pêche-madame élégant"
"IIS"	"Pêche-madame arabe"
"QJB"	"Poisson-scorpion à guenilles"
"QJA"	"Scorpaenopsis lactomaculata"
"QIZ"	"Scorpaenopsis barbata"
"UBW"	"Scorpaenodes muciparus"
"JBJ"	"Mamila de Seychelles"
"JBI"	"Mamila à bande dorée"
"UBJ"	"Perroquet pourpre-marron"
"UBG"	"Perroquet ronille"
"UAW"	"Perroquet arabe"
"QDD"	"Scartelaos tenuis"
"ZMH"	"Sole zèbre"
"ZMA"	"Zebrias captivus"
"ZLV"	"Acanthure à queue jaune"
"IHJ"	"Rason ocellé"
"IHH"	"Rason deux taches"
"XMR"	"Xiphasia setifer"
"XMQ"	"Xenisthmus balius"
"VFW"	"Valenciennea sexguttata"
"VFV"	"Valenciennea persica"
"UDD"	"Carangue langue blanche"
"UCY"	"Uranoscopus guttatus"
"UCZ"	"Uranoscopus dollfusi"
"UCW"	"Rouget-souris bensasi"
"UCV"	"Upeneus doriae"
"UBZ"	"Upeneus asymmetricus"
"QHA"	"Trypauchen vagina"
"QGY"	"Trimma winterbottomi"
"QGW"	"Trichonotus arabicus"
"QGV"	"Trichonotus setiger"
"JSU"	"Poisson sabre brochet"
"QFB"	"Torquigener hypselogeneion"
"QFF"	"Tétrodon constellé"
"QFA"	"Tomiyamichthys latruncularius"
"QEL"	"Thysanophrys celebica"
"QKB"	"Girelle hublot"
"QKA"	"Coffre bossu"
"JTQ"	"Bohadschia subrubra"
"QUV"	"Pristiapogon kallopterus"
"QUU"	"Apogon nigripes"
"JIP"	"Labre constellé"
"JIO"	"Poisson-clown d'Allard"
"YVV"	"Actinopyga lecanora"
"DMB"	"Chirurgien poudré"
"DMA"	"Abudefduf sexfasciatus"
"JLR"	"Halichoeres scapularis"
"JKJ"	"Halichoeres iridis"
"JKI"	"Halichoeres poeyi"
"QPI"	"Raie-papillon du Natal"
"FMX"	"Galeichthys spp"
"FZX"	"Gafrarium spp"
"EZP"	"Mérou dossard"
"EZO"	"Mérou quatre selles"
"EZI"	"Emerita austroafricana"
"UJI"	"Dérivant indien"
"IZI"	"Chromis viridis"
"IZJ"	"Chromis dimidiata"
"JBK"	"Vieille tachetée"
"IHX"	"Chaetodon spp"
"IWP"	"Chaetodon auriga"
"IWZ"	"Chaetodon lunula"
"UKR"	"Vielle léopard"
"ULY"	"Perroquet dentu"
"ULG"	"Perroquet des Carolines"
"QKU"	"Vivaneau à raies bleues"
"JBO"	"Empereur gueule de vin"
"JBN"	"Holothuria arenacava"
"JBM"	"Hippa ovalis"
"JBL"	"Hareng tacheté"
"IFQ"	"Nemateleotris magnifica"
"YKC"	"Myripristis vittata"
"YKB"	"Myripristis hexagona"
"YJY"	"Soldat à nageoires jaunes"
"YJR"	"Marignan poklé"
"DDP"	"Morénésoce commun"
"QNV"	"Lune pleine"
"QHD"	"Mactrotoma antecedens"
"QDL"	"Sar couteau"
"NYI"	"Oxyurichthys ophthalmonema"
"QIA"	"Ovalipes iridescens"
"QIX"	"Ocypode spp"
"GAY"	"Galeopsis bullatus"
"GBZ"	"Gobie de Bellotti"
"GCG"	"Garrot à oeil d'or"
"GCQ"	"Ciliata spp"
"GCZ"	"Harelde de Miquelon"
"GDV"	"Goniocorella dumosa"
"GEX"	"Panopea spp"
"GFF"	"Gerres methueni"
"GFW"	"Geophagus proximus"
"GFX"	"Tegula spp"
"GHA"	"Galeus atlanticus"
"GHB"	"Gobie moucheté"
"GHD"	"Oie cendrée"
"GHG"	"Gigartines nca"
"GHH"	"Oie à bec court"
"GHI"	"Oie des moissons"
"GHJ"	"Gorgonocephalus chilensis"
"GHX"	"Tagelus spp"
"GIX"	"Psammobies nca"
"GJF"	"Glycymeris longior"
"GJZ"	"Ageneiosus inermis"
"GKX"	"Galatea spp"
"GOQ"	"Glyphocrangon lowryi"
"GOV"	"Goniocidaris umbraculum"
"GPV"	"Goniocidaris parasol"
"GQV"	"Diagramme oriental"
"GQW"	"Diagramme rayons de soleil"
"GQZ"	"Sigmops bathyphilus"
"GSV"	"Gersemia rubiformis"
"GTX"	"Patagonotothen nca"
"GVA"	"Centrophorus atromarginatus"
"GVE"	"Geodia vestigifera"
"GVI"	"Centrophorus isodon"
"GVO"	"Provocator mirabilis"
"GVT"	"Genypterus tigerinus"
"GVX"	"Acanthascus spp"
"GWA"	"Harle bièvre"
"GWC"	"Harle huppé"
"GWG"	"Gobie à joues poreuses"
"GWR"	"Gobie de Roule"
"GWV"	"Gobie rayé"
"GWX"	"Gobie doré"
"GXF"	"Gobie de Sarato"
"GXX"	"Geophagus spp"
"HBB"	"Alcidae"
"HBH"	"Mergule nain"
"HBO"	"Guillemot à miroir"
"HBQ"	"Henricia obesa"
"HBU"	"Hypophthalmus spp"
"HBW"	"Pingouin torda"
"HFB"	"Chaceon fenneri"
"HFM"	"Halipteris finmarchica"
"HFY"	"Hippasteria falklandica"
"HFZ"	"Grèbe esclavon"
"HHZ"	"Grèbe huppé"
"HJW"	"Pétrel des Bermudes"
"HJZ"	"Hipposcarus longiceps"
"HVA"	"Hypostomus ventromaculatus"
"HVB"	"Hypostomus watwata"
"HVE"	"Grèbe jougris"
"HVI"	"Hyporhamphus intermedius"
"HVL"	"Hyalinoecia tubicola"
"HVQ"	"Heterocarpus grimaldii"
"HVU"	"Rouffe des méduses"
"HVW"	"Hoplias spp"
"HVZ"	"Hippasteria phrygiana"
"HWA"	"Pygargue à queue blanche"
"HWE"	"Conorhynchos conirostris"
"HWF"	"Hippocampus comes"
"HWR"	"Chlamydoselachus africana"
"HWS"	"Pétrel diablotin"
"HWV"	"Hydrolycus scomberoides"
"HXV"	"Hoplosternum spp"
"HZA"	"Cheiraster hirsutus"
"HZL"	"Castagnole à queue rayée"
"HZM"	"Salicoques Hymenopenaeus nca"
"HZS"	"Heteroteuthis serventyi"
"HZT"	"Heterocucumis godeffroyi"
"HZW"	"Heteroteuthis weberi"
"HZX"	"Hexaplex spp"
"HZY"	"Hypostomus spp"
"HZZ"	"Hemiodus spp"
"IBX"	"Thais spp"
"IDX"	"Pinna spp"
"IEX"	"Sépias Sepiella nca"
"IFX"	"Iphigenia spp"
"IGX"	"Cichla spp"
"IMX"	"Isognomon spp"
"INZ"	"Langoustes Linuparus nca"
"IOQ"	"Sépiole bosselée"
"IOX"	"Sépioles Sepiola nca"
"IOZ"	"Sépiole mouchetée"
"DJX"	"Modiole huaquille"
"DJI"	"Modiole tulipe"
"DJE"	"Modiole du large"
"QTU"	"Pterocladia lucida"
"QTN"	"Pterocladia nana"
"KFV"	"Callophyllis variable"
"YMD"	"Halymenia dilatata"
"HFJ"	"Ahnfeltia fastigiata"
"HFH"	"Fil de fer"
"SWP"	"Dilsea charnue"
"OZO"	"Posidonie méditerranéenne"
"OZA"	"Posidonia angustifolia"
"OZU"	"Posidonia australis"
"ZOM"	"Grande zostère"
"ZON"	"Zostère naine"
"AFX"	"Amphibolis antarctica"
"CJQ"	"Scirpus acutus"
"NS"	"Espèce non spécifiée"
"DJU"	"Modiole droite"
"DJN"	"Modiole lisse"
"DJH"	"Modiole losangique"
"DJQ"	"Modiole écailleuse"
"DJD"	"Modiole adriatique"
"DLQ"	"Modiole sillonnée"
"MSL"	"Moule de roche sudaméricaine"
"MSV"	"Moule verte asiatique"
"MUZ"	"Moule de Nouvelle-Zélande"
